AssmtCode,PondArea (m),Perimeter (m),MaxDepth (m),TrophicState,ShoreVeg_Pct,Juncus_Pct,Typha_Pct,Bullrush_Pct,Other_Pct,LandUsage,OpenWater_Pct,CanopyCov_Pct,Tree Measure,Length,Width,WetlandNotes,Tree Method,M or F,Dry
16264_20070626,,,2,eutrophic,60,,,,,ag,90,,,16,8,5 trees in 50m radius,,,
16504_20070705,7293,,,eutrophic,50,,100,,,subub/graze,95,3,46,100,,,Num trees within 50 m,m,
16559_20070705,3000,,,mesotrophic,,,,,,suburb,100,8,47,23,15,,Num trees within 50 m,m,
16626_20070705,,,,mesotrophic,60,50,50,,,suburb,80,,65,50,,mean diam 50 m,Num trees within 50 m,,
16673_20070705,5462,,1.5,mesotrophic,,0,0,,,recr,100,15,60,25,20,,Distance to Treeline (m),m,
205767_20090723,1823,,,eutrophic,,,,,,ag,,,2,30,,,Num of Trees in 100 m radius,m,
206150_20090721,125,,0.5,eutrophic,10,10,0,,,forest,100,,200,4,20,,Num of Trees in 100 m radius,m,
206237_20090721,5424,,1.5,eutrophic,0,0,0,,,ag,100,0,0,30,40,,Num of Trees in 100 m radius,m,
206522_20090721,3106,,,mesotrophic,35,10,25,,,ag,85,,0,55,45,,Num of Trees in 100 m radius,m,
207750_20090709,2356,,4,mesotrophic,80,0,95,,,,40,,100,20,,,Num of Trees in 100 m radius,m,
207763_20090707,1187,,2,mesotrophic,80,0,100,,,refuge,70,50,100,30,,,Num of Trees in 100 m radius,m,
207862_20080707,2596,,3,mesotrophic,90,70,5,,,,30,,100,30,,,Num of Trees in 100 m radius,m,
208019_20090709,1759,,1.5,mesotrophic,110,0,100,,,,30,,100,15,,,Num of Trees in 100 m radius,m,
20MDSP_20100705,505.3999939,102,1.5,eutrophic,100,60,0,0,40,refuge,20,1,5,35,15,"open water: 10% juncus, 70% algae and floating vegatation",Num of Trees within 50 ft,m,
2231_20100723,9778.400391,724.2039795,2.5,mesotrophic,100,5,30,,65,suburb,98,10,14,120,70,,Num of Trees within 50 ft,m,
2319_20070806,3361,,,mesotrophic,80,70,10,,,recr,80,20,120,,,,Distance to Treeline (m),,
3893_20090615,1443,,,mesotrophic,10,,100,,,suburb,96,,30,50,15,,Num of Trees in 100 m radius,m,
3897_20090615,6307,,2,,5,5,0,,,suburb,99,,16,45,40,,Num of Trees in 100 m radius,m,
50_20080616,,,,mesotrophic,100,10,20,,,graze,99,,180,700,,,Num of Trees in 100 m radius,m,
50_20090616,,,,mesotrophic,,,,,,refuge,,2,100,300,300,,Num of Trees in 100 m radius,m,
5344_20090615,5510,,,mesotrophic,100,0,100,,,suburb,60,5,50,60,50,,Num of Trees in 100 m radius,m,
5344_20090729,10573,,,mesotrophic,100,0,100,,0,suburb,60,5,50,,,,Num of Trees in 100 m radius,,
5568_20070628,1699,,1,mesotrophic,0,0,0,,,suburb,100,0,41,45,10,,Num trees within 50 m,m,
5CN1_20100526,,,3,dystrophic,100,10,70,0,20,recr,85,85,35,40,25,can't get pond area or perimeter cuz we couldn't walk around the pond,Num of Trees within 50 ft,m,
5CN1_20100802,421.8999939,77,1.75,mesotrophic,100,0,100,0,0,recr/graze,65,0,5,45,20,,Num of Trees within 50 ft,m,
5CN1_20130613,330.1199951,97,,mesotrophic,100,,90,,10,recr/graze,100,50,20,20,20,,Num of Trees within 50 ft,m,
5CN1_20130812,176.3999939,55,,eutrophic,90,,100,,,recr,80,20,15,0,0,,Num of Trees within 50 ft,,
5CN1_20140603,,43,0.100000001,Mesotrophic,20,0,100,,0,Recreation,65,35,6,,,,,,N
5CN1_20150527,338.6000061,107,1.5,Mesotrophic,75,0,100,,0,Grazing,95,20,13,,,,,,N
5CN1_20150819,282.7600098,78,1.350000024,Mesotrophic,66,0,100,,0,Recreation,100,10,7,,,,,,N
5CN1_20160523,384.519989,96,3,Mesotrophic,100,0,100,,0,Grazing,100,40,5,,,,,,N
5CN1_20160803,215.9199982,82,2.5,Mesotrophic,100,0,90,,10,Suburban;Recrea,90,80,5,,,,,,N
5CN1_20170614,545,163,2,Mesotrophic,90,0,100,,0,Recreation,95,33,5,,,,,,N
5CN1_20170801,237,77,1.25,Mesotrophic,100,0,70,,30,Recreation,85,75,4,,,,,,N
5CN1_20180606,337,94,1.75,Mesotrophic,100,0,100,,0,,70,20,5,,,,,,NO
5CN1_20180716,269,96,1.25,Mesotrophic,65,0,100,,0,,90,15,3,,,,,,NO
5CN1_20190522,522,164,2.25,Mesotrophic,100,0,55,,45,,95,40,9,,,,,,FALS
5CN1_20190717,360,85,1.75,,90,0,80,,20,,80,10,6,,,,,,FALS
5CN2_20100526,,117,3,mesotrophic,100,5,65,0,30,recr,80,15,8,20,25,,Num of Trees within 50 ft,m,
5CN2_20100802,516,81,2,mesotrophic,100,0,100,0,0,graze,100,30,4,45,25,,Num of Trees within 50 ft,m,
5CN2_20130613,225.1999969,63,1.100000024,mesotrophic,100,,100,,,recr/graze,95,0,3,5,5,"fenced in, no apparent grazing in pond but park contains cattle",Num of Trees within 50 ft,,
5CN2_20130812,57.18000031,33,1,eutrophic,100,,100,,,rec/graze,0,0,,10,5,,,ft,N
5CN2_20140603,0,0,0,Mesotrophic,0,,,,,Grazing,0,0,5,,,,,,Y
5CN2_20150527,274,109,1.5,Mesotrophic,100,0,100,,0,Grazing,95,0,6,,,,,,N
5CN2_20150819,81.47000122,24,0.5,Eutrophic,100,0,100,,0,Grazing;Refuge;,80,0,6,,,,,,N
5CN2_20160523,338.5100098,98,2,Mesotrophic,100,34,66,,0,Grazing;Recreat,100,5,6,,,,,,N
5CN2_20160803,93.43000031,55,0.5,Mesotrophic,100,0,100,,0,Suburban,100,0,8,,,,,,N
5CN2_20170614,274.0400085,113,1.75,Mesotrophic,100,15,85,,0,Recreation,90,15,20,,,,,,N
5CN2_20170801,231,94,0.75,Mesotrophic,100,0,100,,0,Grazing;Recreat,95,10,8,,,,,,N
5CN2_20180606,232,79,0.75,Mesotrophic,95,0,100,,0,,70,0,7,,,,,,NO
5CN2_20180716,80.30000305,48,0.25,Mesotrophic,75,0,100,,0,,100,0,5,,,,,,NO
5CN2_20190522,409,140,1.850000024,Mesotrophic,90,25,65,,10,,98,10,8,,,,,,FALS
5CN2_20190717,246,50,1.399999976,Mesotrophic,100,0,100,,0,,75,0,2,,,,,,FALS
5CN3_20100526,2225.699951,214,3,mesotrophic,100,0,70,0,30,recr,70,30,40,40,30,,Num of Trees within 50 ft,m,
5CN3_20100802,2528.600098,285,2,mesotrophic,100,0,85,0,15,recr/graze,20,35,28,60,45,,Num of Trees within 50 ft,m,
5CN3_20130613,937.2000122,192,,mesotrophic,75,,100,,,recr/graze,40,5,15,5,5,,Num of Trees within 50 ft,,
5CN3_20130812,1592,174,1.299999952,eutrophic,100,,100,,,recr,1,20,50,5,25,,Num of Trees within 50 ft,,
5CN3_20140603,,,,,,,,,,,,,,,,,,,
5CN3_20140709,1332.599976,206,0.75,Mesotrophic,66,0,100,,0,Suburban;Recrea,40,10,50,,,,,,N
5CN3_20150527,,,,,,,,,,,,,,,,,,,
5CN3_20150819,1535.699951,166,0.75,Eutrophic,75,0,100,,0,Refuge;Recreati,0,30,40,,,,,,N
5CN3_20160523,1905.400024,219,2.5,Mesotrophic,100,0,100,,0,Recreation,100,5,9,,,,,,N
5CN3_20160803,1499.400024,173,1.25,Mesotrophic,100,0,100,,0,Suburban;Recrea,70,60,40,,,,,,N
5CN3_20170614,1957.199951,174,1.25,Mesotrophic,90,0,100,,0,Recreation,90,15,20,,,,,,N
5CN3_20170801,2191,147,1,Mesotrophic,85,0,100,,0,Recreation,5,7,50,,,,,,N
5CN3_20180606,1929,183,1.5,Mesotrophic,66,0,100,,0,,50,10,35,,,,,,NO
5CN3_20180716,1897,189,1.5,Mesotrophic,80,0,100,,0,,10,15,50,,,,,,NO
5CN3_20190522,2180,251,1.75,Mesotrophic,90,65,0,,35,,30,30,30,,,,,,FALS
5CN3_20190717,2106,241,1.25,Mesotrophic,98,0,70,,30,,10,10,20,,,,,,FALS
5CN4_20100615,1888.099976,192,3,eutrophic,85,0,0,0,100,recr,85,25,30,60,25,"open water: 15% trees,",Num of Trees within 50 ft,m,
5CN4_20100802,1211.5,155,1.75,mesotrophic,0,0,0,0,0,recr/graze,92,35,12,50,35,,Num of Trees within 50 ft,m,
5CN4_20130613,422,91,,eutrophic,65,80,,20,,recr,60,0,50,20,15,,,m,
5CN4_20130812,161.3999939,81,0.100000001,,95,,,95,,recr,0,0,20,,,,Num of Trees within 50 ft,,N
5CN4_20140603,,140,1,Mesotrophic,100,0,100,,0,Recreation,95,25,20,,,,,,N
5CN4_20150527,24.70000076,36,0.050000001,Eutrophic,100,75,0,,25,Recreation,80,0,5,,,,,,N
5MDSP_20100705,120.0999985,51,,mesotrophic,0,0,0,0,0,refuge,100,0,8,25,10,,Num of Trees within 50 ft,m,
6567_20080716,11417,,3,mesotrophic,5,0,10,,,suburb,45,,73,50,,,Num of Trees in 100 m radius,m,
6782_20090526,2701,,,mesotrophic,50,10,25,,,suburb,85,,100,45,25,,Num of Trees in 100 m radius,m,
6833_20090604,5198,,,mesotrophic,0,0,0,,,suburb,100,,23,75,50,,Num of Trees in 100 m radius,m,
6833_20090729,5144,,,mesotrophic,0,0,0,,,urban,100,5,15,40,35,,Num of Trees in 100 m radius,m,
6839_20090604,1838,,,eutrophic,100,2,98,,,suburb,90,,20,40,30,,Num of Trees in 100 m radius,m,
6839_20090729,1919,,,eutrophic,95,0,100,,,suburb,95,5,15,25,20,,Num of Trees in 100 m radius,m,
6844_20070628,3517,,2,mesotrophic,25,,25,,,suburb,95,3,45,50,20,,Num trees within 50 m,m,
6MDSP_20100705,859,114,2,mesotrophic,100,100,0,0,0,refuge,50,0,1,30,30,"open water: 25% floating vegetation, 25% juncus",Num of Trees within 50 ft,m,
8AMDSP_20100701,352.2000122,72,0.300000012,mesotrophic,100,100,0,0,0,refuge,15,0,9,35,15,"open water: 85% juncus, spring fed",Num of Trees within 50 ft,m,
9131_20070726,,,,mesotrophic,,,,,,other,100,7,100,8,17,"lots of grass and shrubs but 0% typha, juncus or aqua grass.",Num trees within 50 m,m,
9178_20070627,,,,oligotrophic,30,,,,,recr,95,20,100,100,,,Num trees within 50 m,m,
9241_20090615,,,,mesotrophic,1,1,0,,,suburb,100,,35,55,30,,Num of Trees in 100 m radius,m,
9422_20090611,3501,,,mesotrophic,,0,0,,,suburb,100,,100,75,15,,Num of Trees in 100 m radius,m,
9487_20090615,2475,,,mesotrophic,100,98,,,,suburb,85,,12,,,,Num of Trees in 100 m radius,,
9511_20090615,3656,,,mesotrophic,70,30,,,,suburb,90,,16,,,,Num of Trees in 100 m radius,,
9940_20070615,2592,,,,,90,5,,,other,85,,12,35,12,Land Use= pond in protected area of open space,Num trees within 50 m,m,
9942_20070523,,,2,mesotrophic,50,,,,,other,70,0,1000,30,,mean diameter= 30 m,Distance to Treeline (m),m,
9942_20080514,749,,,mesotrophic,60,,,,,,40,,,,,,,,
9942_20080603,,,0.800000012,mesotrophic,50,,,,,open space,,0,2,70,30,,Num of Trees in 100 m radius,m,
9942_20080811,,,,mesotrophic,100,50,50,,,,90,,,,,,,,
9942_20080918,,,,mesotrophic,,50,50,,,graze,60,,2,,,,Num of Trees in 100 m radius,,
9942_20090518,1259,,2.5,mesotrophic,50,0,100,,0,ag/graze,45,,3,15,25,,Num of Trees in 100 m radius,,
9942_20090701,973,,2,mesotrophic,60,0,60,,,ag,60,,4,25,20,,Num of Trees in 100 m radius,m,
9942_20090728,,,1.5,mesotrophic,70,0,60,,,grassland,30,,13,15,,,Num of Trees in 100 m radius,m,
9942_20100609,642.2999878,115.8199997,2,mesotrophic,100,25,65,,10,recr,80,0,1,25,20,sufficient aquatic veg to support amphibian breeding,Num of Trees within 50 ft,m,
9942_20100712,392.1000061,361,2,mesotrophic,100,40,60,,0,recr/graze,70,0,0,50,30,,Num of Trees within 50 ft,m,
9942_20100802,557.2999878,100.5800018,1.5,mesotrophic,100,35,60,,5,recr/graze,70,0,0,50,40,,Num of Trees within 50 ft,m,
9942_20110610,487,98,1.5,mesotrophic,85,40,60,,,recr,98,0,0,10,6,cement cylinder in the middle of the pond. Cattle exclosure around pond.,Num of Trees within 50 ft,m,
9942_20110720,1094.5,137,1.5,mesotrophic,100,30,70,,,recr,50,0,0,30,20,,Num of Trees within 50 ft,m,
9953_20090629,11553,,,mesotrophic,99,0,100,,,suburb,90,,40,,,,Num of Trees in 100 m radius,,
9965_20070627,507,,0.600000024,mesotrophic,96,100,,,,ag,95,0,,23,11,High abundance of macrophyte-fanwort?,,m,
9965_20100602,989.7700195,131.9799957,1.5,mesotrophic,65,65,0,,35,recr,85,0,0,15,35,,Num of Trees within 50 ft,m,
9965_20100628,978.5999756,110.6419983,1.5,mesotrophic,65,95,0,,5,recr,95,0,0,30,20,,Num of Trees within 50 ft,,
9965_20100726,78.40000153,34.74720001,0.100000001,mesotrophic,0,0,0,0,0,recr/graze,100,0,0,3,3,,Num of Trees within 50 ft,m,
ACPND001_20100702,176.6999969,46,0.5,mesotrophic,60,0,0,0,100,graze,100,0,0,20,20,,Num of Trees within 50 ft,m,
AlaGolf1_20100812,1483.800049,273.5884705,2.5,mesotrophic,80,30,15,,55,suburb,100,30,5,70,60,,Num of Trees within 50 ft,m,
AlaGolf2_20100812,1160.900024,241.4015961,1.5,eutrophic,80,40,40,,20,suburb,80,30,28,90,20,,Num of Trees within 50 ft,m,
Alamosa1_20100812,7409.399902,337.9622498,1.5,mesotrophic,100,30,20,,50,refuge,100,1,2,90,70,,Num of Trees within 50 ft,m,
Alamosa2_20100812,16491,547.1769409,1.5,mesotrophic,100,50,40,,10,refuge,85,0,4,230,170,,Num of Trees within 50 ft,m,
Alamosa3_20100812,7018.5,692.0179443,0.5,mesotrophic,20,20,0,,80,refuge,100,5,6,160,40,,Num of Trees within 50 ft,m,
Alamosa4_20100812,1443.699951,241.4015961,1,mesotrophic,100,60,30,,10,refuge,75,0,0,60,20,,Num of Trees within 50 ft,m,
Alamosa5_20100812,10497,836.8588867,1.5,mesotrophic,100,60,30,,10,refuge,80,0,0,230,100,,Num of Trees within 50 ft,m,
Alamosa6_20100812,6160.700195,514.9900513,1.5,mesotrophic,100,75,20,,5,refuge,75,0,0,190,80,,Num of Trees within 50 ft,m,
Alamosa7_20100812,3377.899902,370.1491089,1.5,mesotrophic,100,40,60,,0,refuge,80,0,0,120,50,,Num of Trees within 50 ft,m,
Anderson_20100824,13867,659.8310547,2.5,mesotrophic,100,25,70,,5,ag,60,10,50,120,80,,Num of Trees within 50 ft,m,
Barn_20090509,,,1,eutrophic,100,,,,,graze,90,10,40,,,"permanent, artificial",Num of Trees within 50 ft,m,
Barn_20090713,2964.699951,261,1,mesotrophic,95,100,0,0,0,graze,50,10,14,50,40,"permanent, artificial",Num of Trees within 50 ft,m,
Barn_20100625,3381.800049,276,3,eutrophic,80,100,0,0,0,graze,55,5,30,140,30,"open water: 10% juncus, 35% floating vegetation",Num of Trees within 50 ft,m,
Barn_20100806,,,3,mesotrophic,100,100,0,0,0,graze,80,10,12,85,35,,Num of Trees within 50 ft,m,
Barn_20110517,4865.899902,422,2,mesotrophic,100,100,0,0,0,graze,95,3,35,100,40,open water: 5% juncus,Num of Trees within 50 ft,m,
Barn_20110727,2107.5,259,2,mesotrophic,100,100,0,0,0,graze,85,20,30,200,75,,Num of Trees within 50 ft,ft,
Barn_20120527,4133.5,297,3,eutrophic,95,100,,,,graze,85,1,36,35,35,max greater than 3 m,Num of Trees within 50 ft,m,
Barn_20120725,2658,269,3,mesotrophic,0,0,0,0,0,graze,90,5,15,25,25,,Num of Trees within 50 ft,m,
Barn_20130514,3653.300049,289,2,mesotrophic,100,100,,,,graze,98,4,50,30,15,"Ranching, Gambusia, RACA present",Num of Trees within 50 ft,,
Barn_20130701,2577,233,2.200000048,,95,95,,,,graze,,8,50,30,15,one photo,Num of Trees within 50 ft,,
Barn_20140602,,281,5,Mesotrophic,70,100,0,,0,Grazing,90,5,36,,,,,,N
Barn_20140714,3145.600098,249,4,Mesotrophic,95,100,0,,0,Grazing,90,5,15,,,,,,N
BARN_20140801,,,,,,,,,,,,,,,,,,,
Barn_20150602,2681.699951,269,2,Eutrophic,80,95,0,,5,Agriculture,85,5,35,,,,,,N
Barn_20150712,2502,259,3,Eutrophic,50,100,0,,0,Grazing,95,2,15,,,,,,N
BARN_20150819,,,,,,,,,,,,,,,,,,,
Barn_20160718,2995,286,3,Mesotrophic,20,100,0,,0,Grazing,100,10,12,,,,,,N
Barn_20170710,3563.699951,355,3.25,Mesotrophic,99,80,0,,20,Grazing,90,15,18,,,,,,N
Barn_20180709,3111,277,3.5,Mesotrophic,90,100,0,,0,,100,1,16,,,,,,NO
BARN_20190715,3484,311,3.5,Eutrophic,70,100,0,,0,,95,20,33,,,,,,FALS
BARNBOR_20180524,33.5,37,0.400000006,Mesotrophic,100,100,0,,0,,25,0,0,,,,,,NO
BassGCP_20090804,2961.199951,219,1,mesotrophic,100,20,70,0,10,recr/graze,,10,3,50,50,"permanent, artificial, burm",Num of Trees within 50 ft,,
BASSGCP_20100527,3625.5,,3,mesotrophic,88,35,20,0,45,recr/graze,91,4,20,45,35,area could be wrong?,Num of Trees within 50 ft,m,
BASSGCP_20130510,3386.899902,266,3,Eutrophic,50,100,,,,recr/graze,70,2,21,25,10,,Num of Trees within 50 ft,,
BassGCP_20130708,3243.399902,262,2.299999952,mesotrophic,15,45,55,,,recr/graze,80,10,20,0,0,,Num of Trees within 50 ft,,
BASSGCP_20140522,,,,,,,,,,,,,,,,,,,
BASSGCP_20140701,,161,2.5,Eutrophic,95,0,100,,0,Grazing;Recreat,45,0,5,,,,,,N
BASSGCP_20150622,3355.699951,253,3,Eutrophic,95,60,5,,35,Recreation,80,5,30,,,,,,N
BASSGCP_20150804,2819.600098,264,2,Eutrophic,15,75,0,,25,Recreation,65,5,12,,,,,,N
BASSGCP_20150806,,,,,,,,,,,,,,,,,,,
BASSGCP_20160623,3729.699951,290,3,Eutrophic,30,100,0,,0,Grazing;Recreat,65,10,15,,,,,,N
BASSGCP_20160809,1000,227,2,Eutrophic,55,100,0,,0,Grazing;Recreat,50,5,15,,,,,,N
BASSGCP_20170525,3239,258,3.5,Eutrophic,50,0,100,,0,Grazing;Recreat,60,20,5,,,,,,N
BASSGCP_20170803,2799,286,3.25,Mesotrophic,30,0,100,,0,Grazing;Recreat,30,2,5,,,,,,N
BASSGCP_20180530,3118,240,3.75,Eutrophic,40,100,0,,0,,66,2,11,,,,,,NO
BASSGCP_20180717,2721,240,3.5,Eutrophic,10,100,0,,0,,70,35,8,,,,,,NO
BASSGCP_20190612,3459,218,3.5,Eutrophic,80,80,0,,20,,40,10,24,,,,,,FALS
BASSGCP_20190716,3184,272,3.5,Eutrophic,80,100,0,,0,,25,2,9,,,,,,FALS
Bayou1_20100709,1399.199951,370.1489868,2.5,eutrophic,100,10,30,,60,recr,90,15,23,90,40,,Num of Trees within 50 ft,m,
Bayou2_20100709,2384.5,402.3359985,2.5,mesotrophic,100,30,15,0,55,recr,60,20,7,90,60,,Num of Trees within 50 ft,m,
BcatRCO_20090610,193.6000061,51,1.5,mesotrophic,100,100,0,0,0,,,0,0,15,12,"semi, artificial",Num of Trees within 50 ft,m,
BcatRCO_20090729,99.19999695,35,1,mesotrophic,100,100,0,0,0,recr/graze,0,0,0,15,10,"permanent, artificial",Num of Trees within 50 ft,m,N
BDPND006_20100607,914.7999878,119,2,mesotrophic,0,0,0,0,0,recr/graze,100,0,6,25,20,,Num of Trees within 50 ft,m,
BDPND007_20100607,1015.5,141,2,eutrophic,0,0,0,0,0,recr/graze,100,0,6,40,25,,Num of Trees within 50 ft,m,
BDPND009_20100607,358.6000061,74,2,eutrophic,50,0,100,0,0,recr/graze,90,0,8,30,25,"of water, typha covers 10%",Num of Trees within 50 ft,m,
BDPND014_20100607,825.5,112,3,mesotrophic,100,0,80,0,20,recr/graze,50,10,40,35,25,rest of 'open water' covered by typha,Num of Trees within 50 ft,m,
BDPND015_20100607,1668.900024,208,3,eutrophic,0,0,0,0,0,recr/graze,100,0,12,60,30,,Num of Trees within 50 ft,m,
BDPND021_20100607,486.7000122,98,0.75,eutrophic,0,0,0,0,0,recr/graze,100,0,3,0,0,,Num of Trees within 50 ft,m,
BDPND025_20100607,2400.100098,207,3,eutrophic,25,0,0,0,25,recr/graze,70,10,8,60,40,"open water 70%, typha 10%, 20% floating vegetation",Num of Trees within 50 ft,m,
BDPND026_20100607,1474.400024,146,3,mesotrophic,10,0,100,0,0,recr/graze,90,0,2,40,30,other 10% of open water is floating vegetation,Num of Trees within 50 ft,m,
BDPND028_20100607,994.4000244,115,2.5,eutrophic,60,0,100,0,0,recr/graze,70,0,5,35,20,,Num of Trees within 50 ft,m,
Beaver_20090713,1722,156,1,mesotrophic,75,0,0,0,100,graze,50,15,30,40,40,"permanent, artificial, burm, private prop.",Num of Trees within 50 ft,m,
Beaver_20100625,3574.399902,362,3,eutrophic,95,80,0,0,20,graze,20,15,47,60,40,"open water: 10% juncus, 70% floating vegetation and algae",Num of Trees within 50 ft,m,
Beaver_20100806,,,3,eutrophic,60,100,0,0,0,recr/graze,80,25,30,80,40,,Num of Trees within 50 ft,m,
Beaver_20110517,4242,348,2,mesotrophic,100,80,0,0,20,graze,90,10,50,60,45,,Num of Trees within 50 ft,m,
Beaver_20110822,,,2,eutrophic,75,0,0,,,graze,90,10,100,100,100,,Num of Trees within 50 ft,m,
Beaver_20120527,4142.100098,281,3,eutrophic,100,85,0,0,15,graze,90,10,25,50,50,"greater than 25 trees, greater than 3 m deep",Num of Trees within 50 ft,m,
Beaver_20120725,3586.600098,231,3,eutrophic,70,0,0,0,100,graze,80,3,20,50,50,,,,
Beaver_20130514,,,,eutrophic,90,60,,,40,graze,65,10,240,30,10,,Num of Trees within 50 ft,,
Beaver_20140602,,234,2.5,Mesotrophic,95,0,90,,10,Grazing,100,5,20,,,,,,N
Beaver_20140808,2826.899902,205,2,Mesotrophic,15,100,0,,0,Grazing,93,7,25,,,,,,N
Big_20100610,12264,855,5,mesotrophic,100,75,25,0,0,refuge,85,15,200,200,50,invasive cala lilies along part of the shore,Num of Trees within 50 ft,m,
Big_20100712,14818,951,5,eutrophic,100,70,10,0,20,refuge,90,15,200,200,50,"forested, other veg irises, open water: 20% juncus, 5% floating vegetation",Num of Trees within 50 ft,m,
BIGJ_20150714,6589.399902,369,,Eutrophic,20,95,5,,0,Grazing,100,5,15,,,,,,N
BigPR_20090804,3323.800049,296,1,mesotrophic,0,0,0,0,0,recr/graze,80,0,1,120,40,,Num of Trees within 50 ft,m,
BLA01_20160818,,,1.25,Mesotrophic,0,,,,,Refuge;Recreati,100,0,,,,,,,N
BLA01_20170610,,,,Mesotrophic,50,100,0,,0,,100,5,100,,,area and perm not taken,,,N
BLA01_20170702,23143,810,2,Mesotrophic,70,100,0,,0,,97,5,40,,,,,,N
BLA01_20170722,20295,669,2,Mesotrophic,50,100,0,,0,,99,1,100,,,,,,N
BLA01_20170816,,,2,Mesotrophic,70,100,0,,0,,99,5,100,,,area amd perm not taken,,,N
BLA01_20190720,,,,Mesotrophic,85,100,0,,0,,99,1,75,,,,,,FALS
BLA02_20160818,,,,Mesotrophic,100,100,0,,0,Refuge;Recreati,100,0,,,,,,,N
BLA03_20160818,,,0.200000003,Mesotrophic,100,0,0,,100,Refuge;Recreati,0,0,,,,,,,N
Blanca1_20100811,16117,1271.381714,2.5,mesotrophic,100,20,70,,10,recr,70,2,3,170,120,,Num of Trees within 50 ft,m,
Blanca2_20100811,44059,1110.447388,0.5,mesotrophic,70,60,30,,10,recr,70,0,0,200,110,,Num of Trees within 50 ft,m,
Blanca3_20100811,3403.5,225.3081665,3,mesotrophic,100,30,40,,30,recr,80,3,7,70,60,,Num of Trees within 50 ft,m,
Blanca4_20100811,23334,0.400000006,2.5,mesotrophic,100,40,30,,30,recr,95,2,2,120,90,,Num of Trees within 50 ft,m,
Blanca5_20100811,13094,482.8031921,2.5,mesotrophic,100,20,30,,50,recr,100,5,4,70,60,,Num of Trees within 50 ft,m,
Blanca6_20100811,19526,692.0179443,2.5,mesotrophic,100,40,30,,30,recr,90,5,3,120,90,,Num of Trees within 50 ft,m,
BLNRCO_20100608,233.1999969,65,1,mesotrophic,75,100,0,0,0,recr/graze,40,0,4,20,15,open water: 60% juncus,Num of Trees within 50 ft,m,
BLNRCO_20100804,168.8999939,56,0,mesotrophic,30,100,0,0,0,recr/graze,,,10,0,0,"pond is dry, no water!!!",Num of Trees within 50 ft,m,n
BLSRCO_20100608,748.7999878,159,2,mesotrophic,0,0,0,0,0,recr,100,10,10,35,25,,Num of Trees within 50 ft,m,
BNPND001_20090512,1492.5,177,3,mesotrophic,65,75,0,0,0,,75,20,34,35,25,"longevity:permanent, origin:artificial",Num of Trees within 50 ft,m,
BNPND001_20130612,913,123,,mesotrophic,80,100,,,,recr/graze,95,20,10,10,10,,Num of Trees within 50 ft,,
BNPND001_20130710,819.9000244,112,1.299999952,dystrophic,66,100,,,,rec/graze,100,15,20,,,,Num of Trees within 50 ft,,
BNPND001_20140617,,96,1,Mesotrophic,5,100,0,,0,Grazing;Recreat,100,15,5,,,,,,N
BNPND001_20140715,397.7000122,105,1,Mesotrophic,0,,,,,Grazing;Recreat,70,30,4,,,,,,N
BNPND001_20150625,500,120,1.5,Mesotrophic,0,,,,,Grazing;Recreat,100,15,15,,,,,,N
BNPND001_20150806,630.9500122,95,1.5,Mesotrophic,50,50,0,,50,Grazing;Recreat,100,5,10,,,,,,N
BNPND001_20160627,1008.200012,148,2,Mesotrophic,50,100,0,,0,Recreation,95,15,4,,,,,,N
BNPND001_20160802,728.6500244,125,1.5,Mesotrophic,70,0,100,,0,Suburban;Recrea,100,10,10,,,,,,N
